SacredUtils : String0116 = "Installiere automatisch Alpha-Updates.";
SacredUtils : String0117 = "Minimiere das Programm vor dem Ausfuhren von Sacred.";
SacredUtils : String0118 = "Andern Sie die Eingabesprache, bevor Sie Sacred ausfuhren.";
SacredUtils : String0119 = "Schlie?en Sie das Programm, bevor Sie Sacred ausfuhren.";
SacredUtils : String0120 = "Settings.cfg wiederherstellen, wenn es beschadigt ist.";
SacredUtils : String0121 = "Fehler im Programm protokollieren.";
SacredUtils : String0122 = "Build #7, Version 1.2R Rv4 B7 (200618)";
SacredUtils : String0123 = "Liquid2Win. Apache 2.0. 2018.";
SacredUtils : String0124 = "Copyright 2018 MairwunNx Lizenziert unter der Apache-Lizenz, Version 2.0 (Lizenz);";
SacredUtils : String0125 = "Sie konnen diese Datei nur in Ubereinstimmung mit der Lizenz verwenden.";
SacredUtils : String0126 = "MairwunNx@gmail.com.";
SacredUtils : String0127 = "FEEDBACK";
SacredUtils : String0128 = "CREATOR";
SacredUtils : String0129 = "DONATE";
SacredUtils : String0130 = "Entschuldigung, vielleicht hast du es nicht gewusst, aber du hast das automatische Update aktiviert.";
SacredUtils : String0131 = "Installation des Updates.";
SacredUtils : String0132 = "Wir denken, dass es nicht lange dauern wird.";
SacredUtils : String0133 = "Sie werden auf die Version aktualisieren: Fehler FxE01.";
SacredUtils : String0134 = "Update verfugbar:";
SacredUtils : String0135 = "Ein Fehler ist aufgetreten, bitte versuchen Sie es in 30 Sekunden erneut. \ nDas Fenster schlie?t sich in 10 Sekunden.";
SacredUtils : String0136 = "Andert 1.2R Rv4 B7 (200618)";
